id,details
SECTION_74_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-21 23:41:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Elena Rostova (The Tsaritsa) TARGET LINE: +1-202-555-0143 (Marcus Thorne) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-08-21 23:41:00 EST] Marcus Thorne: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-08-21 23:41:00 EST] Elena Rostova: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $218,000 sent to First National Bank Acc #8839-10294-US.'   [2025-08-21 23:41:00 EST] Marcus Thorne: 'Make sure The Tsaritsa handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_75_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-22 07:35:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Marcus Thorne (Enforcer) TRANSACTION RECORD:   Originator: Sarah Lin / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $74,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_76_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-22 15:18:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) NARRATIVE: On 2025-08-22 15:18:00 EST, surveillance team observed Marcus Thorne operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Apex Freight Logistics (1428 Elmwood Ave, Chicago IL). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_77_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-22 21:44:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Victor Vance (The Tailor) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Victor Vance (+1-312-555-0199)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 70 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_78_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-22 22:57:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Marcus Thorne / Horizon Global Transfer (Account HGT-9011)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $297,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_79_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-23 07:18:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-973-555-0167 (Tariq Mansoor) TRANSCRIPT:   [2025-08-23 07:18:00 EST] Sarah Lin: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-08-23 07:18:00 EST] Tariq Mansoor: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $278,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-08-23 07:18:00 EST] Sarah Lin: 'Make sure Ghost handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_80_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-23 11:43:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Carlos Mendez / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $152,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_81_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-23 23:59:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Sarah Lin / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $252,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0122 active at 412 Oak Street, Paterson, NJ (Safehouse Alpha). --------------------------------------------------------------------------------"
SECTION_82_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-24 04:13:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Carlos Mendez (El Toro) CELLULAR INTERCEPT DATA:   Device A: Tariq Mansoor (+1-973-555-0167) | Device B: Carlos Mendez (+1-619-555-0199)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 218 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_83_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-24 14:11:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Elena Rostova / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $700,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0188 active at 412 Oak Street, Paterson, NJ (Safehouse Alpha). --------------------------------------------------------------------------------"
SECTION_84_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-24 21:20:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Victor Vance (+1-312-555-0199) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 180 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_85_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-25 02:39:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Carlos Mendez (+1-619-555-0199) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (88 Industrial Parkway, Newark, NJ (Warehouse Depot))   Event: Call duration 222 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_86_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-25 12:01:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Marcus Thorne (+1-202-555-0143) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 94 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_87_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-25 14:09:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) TARGET LINE: +1-973-555-0167 (Tariq Mansoor) -> +1-312-555-0199 (Victor Vance) TRANSCRIPT:   [2025-08-25 14:09:00 EST] Tariq Mansoor: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-08-25 14:09:00 EST] Victor Vance: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $331,000 sent to Crypto Wallet 0x71C...3A9D (Darknet Link).'   [2025-08-25 14:09:00 EST] Tariq Mansoor: 'Make sure The Tailor handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_88_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-26 00:07:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Marcus Thorne (Enforcer) TRANSACTION RECORD:   Originator: Victor Vance / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $190,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_89_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-26 11:10:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Carlos Mendez (El Toro) NARRATIVE: On 2025-08-26 11:10:00 EST, surveillance team observed Elena Rostova operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_90_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-26 22:53:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Sarah Lin (+1-619-555-0122)   Cell Tower Sector: T-902 (412 Oak Street, Paterson, NJ (Safehouse Alpha))   Event: Call duration 383 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_91_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-27 03:37:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) NARRATIVE: On 2025-08-27 03:37:00 EST, surveillance team observed Sarah Lin operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Elena Rostova. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Elena Rostova was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_92_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-27 08:53:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Marcus Thorne / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $640,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_93_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-27 20:59:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Sarah Lin (Accountant), Elena Rostova (The Tsaritsa) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-312-555-0188 (Elena Rostova) TRANSCRIPT:   [2025-08-27 20:59:00 EST] Sarah Lin: 'Did you authorize the release for Pacific Import Export Co. (San Diego, CA)?'   [2025-08-27 20:59:00 EST] Elena Rostova: 'It is pending at 304 Pier Road, Gary, IN (Lakeside Bistro). We need $171,000 sent to First National Bank Acc #8839-10294-US.'   [2025-08-27 20:59:00 EST] Sarah Lin: 'Make sure The Tsaritsa handles the transport in the Black 2021 Ford Explorer (IL Plate: 7XYZ-89).' --------------------------------------------------------------------------------"
SECTION_94_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-28 09:06:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Tariq Mansoor (Ghost) CELLULAR INTERCEPT DATA:   Device A: Sarah Lin (+1-619-555-0122) | Device B: Tariq Mansoor (+1-973-555-0167)   Cell Tower Sector: T-902 (1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ))   Event: Call duration 227 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_95_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-28 18:03:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) NARRATIVE: On 2025-08-28 18:03:00 EST, surveillance team observed Carlos Mendez operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ) where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_96_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-29 06:15:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Sarah Lin (Accountant), Carlos Mendez (El Toro) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-08-29 06:15:00 EST] Sarah Lin: 'Did you authorize the release for Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)?'   [2025-08-29 06:15:00 EST] Carlos Mendez: 'It is pending at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). We need $261,000 sent to Bank of America Acc #5540-1920-3341.'   [2025-08-29 06:15:00 EST] Sarah Lin: 'Make sure El Toro handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_97_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-29 09:42:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Carlos Mendez / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Bank of America Acc #5540-1920-3341   Amount: $153,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_98_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-29 17:34:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Sarah Lin (Accountant), Carlos Mendez (El Toro) TARGET LINE: +1-619-555-0122 (Sarah Lin) -> +1-619-555-0199 (Carlos Mendez) TRANSCRIPT:   [2025-08-29 17:34:00 EST] Sarah Lin: 'Did you authorize the release for Horizon Global Transfer (Account HGT-9011)?'   [2025-08-29 17:34:00 EST] Carlos Mendez: 'It is pending at 412 Oak Street, Paterson, NJ (Safehouse Alpha). We need $70,000 sent to First National Bank Acc #8839-10294-US.'   [2025-08-29 17:34:00 EST] Sarah Lin: 'Make sure El Toro handles the transport in the White Freightliner Semi-Truck (Lic: TRK-9901).' --------------------------------------------------------------------------------"
SECTION_99_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-30 01:34:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Victor Vance (The Tailor) CELLULAR INTERCEPT DATA:   Device A: Elena Rostova (+1-312-555-0188) | Device B: Victor Vance (+1-312-555-0199)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 285 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_100_WIRETAP_INTERCEPT,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-30 07:22:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Elena Rostova (The Tsaritsa), Sarah Lin (Accountant) TARGET LINE: +1-312-555-0188 (Elena Rostova) -> +1-619-555-0122 (Sarah Lin) TRANSCRIPT:   [2025-08-30 07:22:00 EST] Elena Rostova: 'Did you authorize the release for Meridian Holdings LLC (Shell Entity #8840)?'   [2025-08-30 07:22:00 EST] Sarah Lin: 'It is pending at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). We need $468,000 sent to First National Bank Acc #8839-10294-US.'   [2025-08-30 07:22:00 EST] Elena Rostova: 'Make sure Accountant handles the transport in the Silver Audi Q7 (VIN: WA1VAAFE4CD019283).' --------------------------------------------------------------------------------"
SECTION_101_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-30 11:10:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Sarah Lin (Accountant) TRANSACTION RECORD:   Originator: Carlos Mendez / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $462,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at 88 Industrial Parkway, Newark, NJ (Warehouse Depot). --------------------------------------------------------------------------------"
SECTION_102_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-30 22:41:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Sarah Lin (Accountant) NARRATIVE: On 2025-08-30 22:41:00 EST, surveillance team observed Marcus Thorne operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_103_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-31 03:27:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) NARRATIVE: On 2025-08-31 03:27:00 EST, surveillance team observed Carlos Mendez operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Marcus Thorne. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Marcus Thorne was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_104_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-31 07:23:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Victor Vance (The Tailor), Carlos Mendez (El Toro) NARRATIVE: On 2025-08-31 07:23:00 EST, surveillance team observed Victor Vance operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Carlos Mendez. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Carlos Mendez was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_105_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-31 17:52:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) TRANSACTION RECORD:   Originator: Marcus Thorne / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $749,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_106_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-08-31 22:05:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Sarah Lin (Accountant) NARRATIVE: On 2025-08-31 22:05:00 EST, surveillance team observed Tariq Mansoor operating White Freightliner Semi-Truck (Lic: TRK-9901). Subject traveled directly to 412 Oak Street, Paterson, NJ (Safehouse Alpha) where a clandestine meeting occurred with Sarah Lin. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Sarah Lin was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_107_CDR_CELLULAR_TOWER_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-01 00:30:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Marcus Thorne (Enforcer) CELLULAR INTERCEPT DATA:   Device A: Carlos Mendez (+1-619-555-0199) | Device B: Marcus Thorne (+1-202-555-0143)   Cell Tower Sector: T-902 (Pier 4, Gary Port Facility, Gary, IN)   Event: Call duration 172 seconds. Ping coordinates confirm both subjects in proximity. --------------------------------------------------------------------------------"
SECTION_108_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-01 06:55:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) TRANSACTION RECORD:   Originator: Tariq Mansoor / Horizon Global Transfer (Account HGT-9011)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $515,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-973-555-0167 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_109_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-01 11:31:00 EST REPORTING AGENT: SA David Ruiz (ID: 8842) PRIMARY SUBJECTS: Tariq Mansoor (Ghost), Victor Vance (The Tailor) NARRATIVE: On 2025-09-01 11:31:00 EST, surveillance team observed Tariq Mansoor operating Black 2021 Ford Explorer (IL Plate: 7XYZ-89). Subject traveled directly to Pier 4, Gary Port Facility, Gary, IN where a clandestine meeting occurred with Victor Vance. Subjects were observed discussing operations related to Meridian Holdings LLC (Shell Entity #8840). Subject Victor Vance was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_110_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-01 15:18:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Victor Vance (The Tailor), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Victor Vance / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $634,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-312-555-0199 active at 304 Pier Road, Gary, IN (Lakeside Bistro). --------------------------------------------------------------------------------"
SECTION_111_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-01 20:48:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Elena Rostova (The Tsaritsa) TRANSACTION RECORD:   Originator: Carlos Mendez / Apex Freight Logistics (1428 Elmwood Ave, Chicago IL)   Destination Account: Crypto Wallet 0x71C...3A9D (Darknet Link)   Amount: $437,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-619-555-0199 active at 1428 Elmwood Avenue, Chicago, IL (Apex Freight HQ). --------------------------------------------------------------------------------"
SECTION_112_FINANCIAL_AUDIT_LOG,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-02 04:08:00 EST REPORTING AGENT: SA Sarah Jenkins (ID: 4102) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Carlos Mendez (El Toro) TRANSACTION RECORD:   Originator: Marcus Thorne / Meridian Holdings LLC (Shell Entity #8840)   Destination Account: First National Bank Acc #8839-10294-US   Amount: $709,000.00 USD   Notes: Suspicious activity flag triggered. Linked to phone +1-202-555-0143 active at Pier 4, Gary Port Facility, Gary, IN. --------------------------------------------------------------------------------"
SECTION_113_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-02 16:52:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Carlos Mendez (El Toro), Tariq Mansoor (Ghost) NARRATIVE: On 2025-09-02 16:52:00 EST, surveillance team observed Carlos Mendez operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 304 Pier Road, Gary, IN (Lakeside Bistro) where a clandestine meeting occurred with Tariq Mansoor. Subjects were observed discussing operations related to Horizon Global Transfer (Account HGT-9011). Subject Tariq Mansoor was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
SECTION_114_FD-302_SURVEILLANCE,"FILE REF: 268A-CH-90412 DATE/TIME: 2025-09-03 03:20:00 EST REPORTING AGENT: SA Michael Chang (ID: 9910) PRIMARY SUBJECTS: Marcus Thorne (Enforcer), Tariq Mansoor (Ghost) NARRATIVE: On 2025-09-03 03:20:00 EST, surveillance team observed Marcus Thorne operating Silver Audi Q7 (VIN: WA1VAAFE4CD019283). Subject traveled directly to 88 Industrial Parkway, Newark, NJ (Warehouse Depot) where a clandestine meeting occurred with Tariq Mansoor. Subjects were observed discussing operations related to Pacific Import Export Co. (San Diego, CA). Subject Tariq Mansoor was seen carrying a sealed package into the facility. --------------------------------------------------------------------------------"
